#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT4_e4050.hmm|GT4:9   -            147 3300006568.a:Ga0100215_100107_4 -            323      0.15   12.8   0.0   1   1   3.5e-05       0.3   11.8   0.0    30   118   224   318   210   321 0.82 -
GT51_e37.hmm|GT51:209 -            156 3300006568.a:Ga0100215_100107_4 -            323      0.16   12.3   0.0   1   1   4.2e-05      0.36   11.2   0.0    60    92   199   231   178   232 0.90 -
GT4_e2383.hmm|GT4:5   -            113 3300006568.a:Ga0100215_100107_4 -            323      0.21   12.2   0.1   1   2       0.1   8.5e+02    0.6   0.0    15    56   191   235   177   250 0.67 -
GT4_e2383.hmm|GT4:5   -            113 3300006568.a:Ga0100215_100107_4 -            323      0.21   12.2   0.1   2   2   0.00013       1.1    9.9   0.0    25    96   241   314   223   320 0.79 -
CBM48_e41.hmm|CBM48:48|GH13_14:48|CBM41:47|3.2.1.41:14 -             84 3300006568.a:Ga0100215_100107_6 -            259     0.068   13.7   0.1   1   1   5.6e-06      0.14   12.7   0.1    11    79   115   182   111   186 0.90 -
GH38_e30.hmm|GH38:312|3.2.1.24:47|3.2.1.113:25|3.2.1.114:7 -            313 3300006568.a:Ga0100215_100107_7 -            510      0.14   11.6   0.1   1   1   1.1e-05      0.29   10.7   0.1     7    97   148   244   145   255 0.77 -
CE4_e111.hmm|CE4:7               -            126 3300006568.a:Ga0100215_100107_12 -            649     0.064   13.8   0.3   1   3       1.4   1.8e+04   -3.8   0.0    16    28    38    50    36    58 0.88 -
CE4_e111.hmm|CE4:7               -            126 3300006568.a:Ga0100215_100107_12 -            649     0.064   13.8   0.3   2   3    0.0034        43    4.6   0.1    11    35    78   102    69   112 0.89 -
CE4_e111.hmm|CE4:7               -            126 3300006568.a:Ga0100215_100107_12 -            649     0.064   13.8   0.3   3   3    0.0015        19    5.8   0.0    19    48   445   474   440   487 0.88 -
GT2_e2041.hmm|GT2:21|GT0:1|GT4:1 -            102 3300006568.a:Ga0100215_100107_12 -            649      0.66   10.2   2.8   1   3     0.013   1.6e+02    2.5   0.1    10    50     7    52     1    76 0.67 -
GT2_e2041.hmm|GT2:21|GT0:1|GT4:1 -            102 3300006568.a:Ga0100215_100107_12 -            649      0.66   10.2   2.8   2   3      0.51   6.5e+03   -2.6   0.0    29    44    73    88    54   106 0.73 -
GT2_e2041.hmm|GT2:21|GT0:1|GT4:1 -            102 3300006568.a:Ga0100215_100107_12 -            649      0.66   10.2   2.8   3   3   0.00053       6.8    6.9   0.1    45    76   181   211   176   215 0.76 -
GT32_e61.hmm|GT32:11 -             80 3300006568.a:Ga0100215_100107_13 -            224      0.44   11.5   2.5   1   2   1.9e-05      0.48   11.4   0.7    10    41    20    51    13    70 0.89 -
GT32_e61.hmm|GT32:11 -             80 3300006568.a:Ga0100215_100107_13 -            224      0.44   11.5   2.5   2   2      0.24   6.2e+03   -1.8   0.0    17    40   177   200   168   215 0.62 -
GT41_e62.hmm|GT41:112|GT23:5 -            555 3300006568.a:Ga0100215_100107_16 -            778      0.11   11.6   0.1   1   1   6.5e-06      0.17   11.0   0.1    47   130   594   685   551   719 0.79 -
CBM32_e190.hmm|CBM32:12|GH43_28:12 -            116 3300006568.a:Ga0100215_100107_35 -            175      0.01   16.2   0.3   1   1   1.2e-06     0.015   15.7   0.3    42    97    46   102    33   119 0.83 -
GT114_e6.hmm|GT114:7               -             47 3300006568.a:Ga0100215_100107_35 -            175      0.14   12.4   0.3   1   2      0.66   8.4e+03   -2.9   0.0    13    20    71    78    69    82 0.76 -
GT114_e6.hmm|GT114:7               -             47 3300006568.a:Ga0100215_100107_35 -            175      0.14   12.4   0.3   2   2   4.6e-05      0.59   10.4   0.1     2    27   113   136   112   150 0.83 -
AA17_e6.hmm|AA17:34  -            251 3300006568.a:Ga0100215_100107_37 -            285       2.1    8.2  12.9   1   1   0.00012       3.1    7.6  12.9   187   242    30    81    12    94 0.47 -
GT4_e2175.hmm|GT4:7|GT2:1 -            152 3300006568.a:Ga0100215_100107_38 -            210      0.21   11.9   0.0   1   2     0.052   1.3e+03   -0.5   0.0     4    19     4    19     2    29 0.79 -
GT4_e2175.hmm|GT4:7|GT2:1 -            152 3300006568.a:Ga0100215_100107_38 -            210      0.21   11.9   0.0   2   2   3.7e-05      0.95    9.7   0.0     7    81    50   117    45   132 0.68 -
GT2_e1109.hmm|GT2:8  -            120 3300006568.a:Ga0100215_100107_44 -            293      0.04   14.2   0.1   1   1   2.6e-06     0.067   13.6   0.1    29    67   187   225   167   264 0.86 -
GH18_e328.hmm|GH18:29|CBM13:3|CBM32:2 -            226 3300006568.a:Ga0100215_100107_46 -            160     0.081   13.0   0.1   1   2    0.0023        30    4.6   0.0   148   182    17    51     6    66 0.79 -
GH18_e328.hmm|GH18:29|CBM13:3|CBM32:2 -            226 3300006568.a:Ga0100215_100107_46 -            160     0.081   13.0   0.1   2   2   0.00059       7.5    6.5   0.0    87   133    91   143    84   149 0.69 -
GT1_e64.hmm|GT1:9                     -            220 3300006568.a:Ga0100215_100107_46 -            160      0.24   11.6   0.0   1   1   1.9e-05      0.24   11.5   0.0   115   138   103   126    12   134 0.81 -
CE2_e6.hmm|CE2:8|3.1.1.6:3|GH130:1                                            -            213 3300006568.a:Ga0100215_100107_48 -            349  1.6e-126  420.6   2.0   1   1  2.7e-129  2.1e-126  420.2   2.0     1   213   128   340   128   340 1.00 -
CE2_e7.hmm|CE2:55                                                             -            214 3300006568.a:Ga0100215_100107_48 -            349   3.6e-99  331.0   1.1   1   1  6.6e-102   5.2e-99  330.5   1.1     1   214   128   340   128   340 0.99 -
CE2_e23.hmm|CE2:5                                                             -            215 3300006568.a:Ga0100215_100107_48 -            349   7.7e-79  264.7   3.0   1   2      0.88   6.9e+02    0.1   0.0    59   115    44   102    34   117 0.73 -
CE2_e23.hmm|CE2:5                                                             -            215 3300006568.a:Ga0100215_100107_48 -            349   7.7e-79  264.7   3.0   2   2   1.3e-81     1e-78  264.3   1.0     1   214   128   339   128   340 0.97 -
CE2_e25.hmm|CE2:38                                                            -            208 3300006568.a:Ga0100215_100107_48 -            349   1.1e-32  113.6   0.2   1   1     2e-35   1.6e-32  113.1   0.2     1   208   128   340   128   340 0.84 -
CE2_e0.hmm|CE2:36|3.1.1.72:1|3.1.1.-:1                                        -            206 3300006568.a:Ga0100215_100107_48 -            349     2e-30  106.4   0.4   1   1   4.1e-33   3.2e-30  105.7   0.2     1   205   128   339   128   340 0.84 -
CE2_e21.hmm|CE2:85                                                            -            234 3300006568.a:Ga0100215_100107_48 -            349   1.9e-24   87.0   0.4   1   2       9.6   7.5e+03   -3.3   0.0   101   130     7    36     4    74 0.69 -
CE2_e21.hmm|CE2:85                                                            -            234 3300006568.a:Ga0100215_100107_48 -            349   1.9e-24   87.0   0.4   2   2   4.8e-27   3.7e-24   86.0   0.1     1   233   128   339   128   340 0.84 -
CE2_e31.hmm|CE2:10                                                            -            209 3300006568.a:Ga0100215_100107_48 -            349     2e-23   83.6   0.1   1   1   3.4e-26   2.6e-23   83.3   0.1     4   208   131   339   128   340 0.80 -
CE2_e30.hmm|CE2:28|GH5_4:6|3.1.1.72:1|3.1.1.-:1|3.2.1.4:1|3.2.1.8:1|3.2.1.-:1 -            210 3300006568.a:Ga0100215_100107_48 -            349   1.9e-22   80.4   0.5   1   1   5.7e-25   4.4e-22   79.2   0.5     1   209   128   339   128   340 0.80 -
CE2_e27.hmm|CE2:6                                                             -            207 3300006568.a:Ga0100215_100107_48 -            349     3e-22   79.5   1.0   1   2       5.6   4.3e+03   -2.7   0.0   152   171    45    64    41    93 0.54 -
CE2_e27.hmm|CE2:6                                                             -            207 3300006568.a:Ga0100215_100107_48 -            349     3e-22   79.5   1.0   2   2   5.1e-25     4e-22   79.1   0.3     1   207   129   340   129   340 0.81 -
CE2_e24.hmm|CE2:21                                                            -            200 3300006568.a:Ga0100215_100107_48 -            349   4.9e-21   75.8   0.4   1   1   1.3e-23     1e-20   74.8   0.4     1   199   128   339   128   340 0.81 -
CE2_e3.hmm|CE2:42|CBM2:3|CE12:2|CBM13:1                                       -            184 3300006568.a:Ga0100215_100107_48 -            349   1.6e-20   74.0   0.0   1   1   2.8e-23   2.2e-20   73.5   0.0     3   124   131   285   129   314 0.86 -
CE2_e16.hmm|CE2:11                                                            -            224 3300006568.a:Ga0100215_100107_48 -            349   2.6e-20   73.7   0.4   1   1   6.4e-23     5e-20   72.8   0.4     1   223   128   339   128   340 0.78 -
CE2_e13.hmm|CE2:40|3.1.1.72:1|CBM65:1                                         -            217 3300006568.a:Ga0100215_100107_48 -            349   1.6e-19   71.1   0.1   1   1     3e-22   2.3e-19   70.6   0.1     1   210   128   333   128   340 0.73 -
CE2_e9.hmm|CE2:15                                                             -            223 3300006568.a:Ga0100215_100107_48 -            349   3.8e-18   66.3   0.1   1   1   6.5e-21     5e-18   65.9   0.1     1   152   128   286   128   318 0.77 -
CE2_e22.hmm|CE2:5|CBM13:2                                                     -            185 3300006568.a:Ga0100215_100107_48 -            349   1.8e-15   57.6   0.1   1   1   4.7e-18   3.7e-15   56.6   0.1    19   130   163   289   145   315 0.75 -
CE2_e11.hmm|CE2:6                                                             -            203 3300006568.a:Ga0100215_100107_48 -            349   4.6e-14   53.0   0.0   1   1   8.7e-17   6.8e-14   52.4   0.0     2   200   129   337   128   340 0.71 -
CE2_e14.hmm|CE2:6                                                             -            222 3300006568.a:Ga0100215_100107_48 -            349   7.8e-14   52.3   0.0   1   2         1   7.9e+02   -0.1   0.0    97   150     7    63     2    68 0.75 -
CE2_e14.hmm|CE2:6                                                             -            222 3300006568.a:Ga0100215_100107_48 -            349   7.8e-14   52.3   0.0   2   2   5.6e-16   4.4e-13   49.8   0.1     1   150   128   284   128   334 0.84 -
