3300006476_10	66
3300006568_8	65
3300007043_6	70
3300007313_3	72
3300007360_16	39
3300007921_9	42
3300008404_7	61
3300010280_19	54
3300011904_2	155
3300012344_4	37
3300014543_9	60
3300014778_10	69
3300014921_5	92
3300014956_10	55
3300014970_5	75
3300019371_8	64
3300019373_10	64
3300028963_4	51
3300028989_5	84
3300028992_5	67
3300029005_7	68
3300029033_8	42
3300029058_11	62
3300029073_4	67
3300029081_3	85
3300029084_4	70
3300029086_7	67
3300029103_8	64
3300029123_15	64
3300029136_14	61
3300029190_10	32
3300029197_7	57
3300029204_9	58
3300029208_7	67
3300029227_10	63
3300029228_7	55
3300029237_7	57
3300029237_9	60
3300029241_10	57
3300029254_6	64
3300029256_10	58
3300029323_5	20
3300029326_12	35
3300029368_11	48
3300029390_9	68
3300029427_11	55
3300029435_8	63
3300029453_4	61
3300029487_10	64
3300029498_8	59
3300029505_6	31
3300029522_13	35
3300029527_7	67
3300029546_11	66
3300029567_24	26
3300029581_8	63
3300029582_10	60
3300029588_15	64
3300029605_10	63
3300029611_12	69
3300029686_16	67
3300029712_18	37
3300029724_10	73
3300029743_15	61
3300029744_9	64
3300029778_8	61
3300029795_12	65
3300029842_11	62
3300029934_8	63
